,Review_text,Nouns
9266,"I have been using this phone from past couple of months. Everything is working fine except that Gorilla glass which is getting scratched just by keeping inside the pocket. Please improve the quality of the glass! And users who are buying, please buy a tempered glass.","pocket,everythe,gla,gorilla,phone,quality,user,month,couple"
9267,Goog,goog
9268,Camera quality is awesome.,"camera,quality"
9269,display is not good as samsung amoled display,display
9270,Vvvery Nice phone 😘😘😘😘,"vvvery,phone"
9271,Its awosome,awosome
9272,Nice one. Great picture and video quality.,"picture,quality,video"
9273,Phone is very fast. Just updated to 5.1.11 and appears to be faster now. However photo quality not up to the mark.  My Samsung note 3 neo photos are better. However battery consumption is good and lasts long. Audio sound ok.,"quality,phone,mark,consumption,battery,sound,note,photo"
9274,1,
9275,Good mobile enjoying it,enjoy
9276,Awesome,
9277,Good phone,phone
9278,"very good battery, camera and speed.","spee,battery,camera"
9279,TOO FAST,
9280,"The phone is amazing, fast, and charges very fast. Also once charged, I can recharge once in 2 days even after using Bluetooth and GPS. The only downside is it is a little heavy compared to one plus 5.","bluetooth,downside,phone,charge,day"
9281,"The phone has a premium feel in the hands with the glass back and the HDR mode in the camera is really cool as I play a lot of games the battery life is not so good but the dash charge is really fast which I like very much on this phone .... See you don't have to wait for your phone to charge it will charge in like 30 mins to 60% the screen is also average even with optic AMOLED screen it's not Soo satisfying as my previous phone s8 has a really great display the clarity and everything was great on that phone .....
Finally performance it's a beast
Battery average for gamers and good for normal users it'll last a day
Display good
Cheapest flagship killer","killer,gla,flagship,premium,clarity,soo,performance,phone,charge,back,min,camera,game,feel,mode,lot,beast,battery,user,display,screen,dash,life,gamer,hdr,everythe,average,hand,day"
9282,"No heating.
No issues encountered so far","heat,issue"
9283,"Desent look , most fastest phone ever,
Ram management is awesome, no lag in high-end games, nice slow motion video,
Must buy","lag,end,phone,look,video,ram,motion,management,game"
9284,Everything is awesome,everythe
9285,"Awesome mobile. Great features. Picture, Sound and Battery life is good. RAM performance is good. Best mobile to buy at such price.","mobile,performance,picture,battery,price,ram,sound,life,feature"
9286,"OnePlus has always delivered great specifications & top notch updates. Good Handling, 42 minutes of battery charging time (from 0 to 100% Charge)
The only thing could improve is tight pricing which was one of the motto's of OnePlus since inception.","oneplu,charge,minut,battery,price,the,motto,handle,inception,time,update,notch,specification"
9287,for self,self
9288,"Awesome Picture Quality, Sound Quality is NOT up to the mark both on speakers and with earphones. battery life is good","quality,mark,picture,battery,earphon,sound,speaker,life"
9289,I THINK THIS PHONE THIS TOUCHING THE HEIGHTS OF EXCELLENCE AND POPULARITY. BUT IT'S BATTERY LIFE IS BIT SHORT REST EVERYTHING IS GOOD,"everythe,excellence,rest,phone,height,battery,popularity,life"
9290,Gazab performance..gazab camera ..gazab battry..look bhi dhasu,"performance,camera,battry,gazab"
9291,Very nice phone. Really awesome.,phone
9292,onli thing battery runs for less.bt dash charger helps u not feeling bad... awsum phone. love it,"charger,phone,battery,the,dash,awsum"
9293,"Battery backup is not good , heating problem is there while charging time ,and also getting switched off sometimes doing heavy work.","heat,battery,backup,problem,time,work"
9294,Nice product,product
9295,Very good in this Price.,price
9296,Except battery rest all works excellent,"battery,rest,work"
9297,Picture quality is owsome. Nice graphics.,"picture,graphic,quality"
9298,Gud product very handy and looks so beautiful & stylish,product
9299,Not happy with the product it has issue regarding voice call getting mute,"call,issue,voice,product"
9300,Amazing quality,quality
9301,Love this phone .,phone
9302,This mobile is great totally a gem,"mobile,gem"
9303,"It is awesome, full packed with awesome features...",feature
9304,Nice product,product
9305,Great pho,pho
9306,"Face recognition,recognising my brother face also","face,brother,recognition"
9307,Picture clicked on the way back from Rohtang to Manali. Amazing.. isn't it.!!!!,"rohtang,picture,back,manali,way"
9308,Actually colour of object does not show,"colour,object"
9309,best smart flagship phone,"flagship,phone"
9310,Extent phone but sometimes volume button are operating automatically that was the problem and also I am giving one suggestion to one plus company if one plus company improve wireless charging and earphones  that was amazing,"extent,phone,company,volume,charge,problem,earphon,suggestion,button"
9311,Battery issue,"battery,issue"
9312,Nice phone,phone
9313,Nice picture quality and speed... Worth buying,"spee,picture,quality,buy"
9314,"I switched to this from iPhone 6. The battery is a life saver. Display amazing, smooth and easy to use. I am totally enjoying it.","saver,battery,display,iphone,life"
9315,"Got this beauty before a week maybe and I am in love with this phone since... basically its best in every aspect of samrtphones.
Ita true that this phone has the speed you need 🤩","spee,aspect,love,phone,beauty,samrtphone,week"
9316,This is the best smartphone available in market under 40000.. must buy,"smartphone,market"
9317,Nice,
9318,"Overall an awesome purchase, no lags, no issues, works like a breeze. Camera is the best in its class, worth every penny.
If you are looking for a reliable device with no compromise on any of the features like performance, camera, build, durability, then this is the phone to go with.","breeze,purchase,compromise,performance,lag,phone,device,penny,durability,issue,cla,camera,build,feature"
9319,very bad experience charging cable not working and service center not change this,"cable,experience,service,center"
9320,"Specs are already stated,
Feel is fantastic over the other phone in this price segment,
speed is awesome,
Better UI and touch than Iphones (I was using Iphone6 earlier.
Got Android Pie update.","segment,spee,phone,price,spec,update,iphone,pie,touch"
9321,"Super Premium at Fair Price.
Best value for money phone in premium category..","value,phone,premium,price,money,category"
9322,Unable to connect WiFi from this Phone. No internet data is coming while I am connecting the WiFi,"datum,phone,internet,wifi"
9323,Phone is as it says. The best.,phone
9324,"Some time, phone will be hang..","phone,time"
9325,👍,
9326,Its a great phone given the price.i am pretty much satisfied with the battery and the display. Also has got a nice display. Fast charging is also pretty good. Phone is very snappy with snapdragon 845. Camera is not at par with pixel and iphone but given the price range u won't regret it. Face unlock is the fastest we have in the market. Fingerprint unlock is also very snappy. The only downside is the speaker that is very tiny.,"downside,phone,pixel,charge,battery,par,price,snapdragon,range,camera,display,face,fingerprint,iphone,unlock,speaker,market"
9327,Good,
9328,"The best phone at this price point. I am using it since last 1 month and found no issues til now. Recommended to all the people, go for it. It is really a great experience using OnePlus 6.
Only one Cons i.e. ""Red Eye during Night Photography that too during low light while using flash""","oneplu,phone,photography,price,experience,issue,person,night,flash,point,month,light,eye,con"
