Review Text,Review Rating
"Oneplus has come far down the road providing great smartphones at half the cost of what other smartphone comoanies are charging. This is my second one plus & I'm not at all disappointed by my choice after shifting from iPhone 7. So let's begin with the review. My review is based on after & before getting the Android Pie update & using it for nearly 2 month or so.
Cons
- I really hoped that oneplus should have given me IP rating for the cost they are charging. Had high hopes after coming from iPhone 7.
- Camera quality is good. But not great. Pictures turn out to be soft even I'm now running on android pie official version. It's kind of a let down for the price as even Samsung & MI phones are delievering great image quality without softing the image.
- Another let down for me is that OP6 doesn't has stereo sound. I don't want to say that sound quality is bad; infact it's great but having dual speakers could have been great! (Helps me to watch late night movies over phone)
- Okay! So this one is personal. I really don't know how to set keyboard shortcuts. But I would really like OP to provide us keyboard shortcuts in their own launcher. Like in iPhone I could quickly type in a shortcut as fb & the whole word facebook would come in.
- I really wished for a 2k display but HD+ is also acceptable. But the fact that they are not using fully Amoled panels like in Samsung devices is a let down for me. I really love the Samsung Amoled display. They are the best when it comes to screen quality & color rendition.
- After Android Pie update; I really hate that we have to click the 3 dot icon over the recent apps to lock, use multi window etc! I would really like OP to work on this & provide us a better solution to lock out apps from recent apps menu & use multi window.
Pros
-Battery life for me before & after the Pie update has been just exceptional. Dash charging is best in business since my last use of OP3. I game a lot. Based on playing Pubg, Pes18, Modern Combat 5. The battery life has been great. Despite dropping to 88% from 100% after playing one classic match in Pugb; dash charging charges the phone in no time & later I can go on for my work.
- Customisation is on whole new level. If you're iOS user & use this there is world's difference. I really like how I can customise my DND settings, icons, homescreen etc.
- Finger Print scanner & face ID works like a charm. They unlock so fast that I'm barely able to look my notifications over the lock screen.
- Alert slider is the best thing which has come to android i.e in OP. I really liked iPhone's mute switch & on android side I suppose only oneplus has done it which is just amazing as one doesn't even need to pull down their phone notification to mute it during important meetings.
This review is based on both Android Oreo & Pie updates. I was very much suprised when I got the Pie update. Though it has minor bugs but those will be fixed soon in the next update.
I really like how people say iOS being simplistic; but on android side OP has yet again proven that my switching from iOS to android again is not a regretfull decision.
For people who are trying to decide between OP6t & OP6 I would say OP6 is better choice if you are willing to sacrifice headphone jack then sure go ahead. And people who are looking to upgrade from OP3/3t this is the right one. Those who already own OP5/5t jumping to OP6/6t won't be wise decision since oneplus is already supporting android pie updates till OP3! Another 6 month wait & you might get a great phone! Who knows!? Kudos!",5
Best product to buy,5
"One plus 6 works is really good, recommended to buy.",5
Camera quality is not upto the mark ... portrait mode is very poor as compared to samsung mobiles....but if compare it in rest of the platforms its a beast🤘🤘,4
Nice phone,5
Go for it,5
Great phone,5
Baki sab thik he but sound quality bahot kharab he,1
Good product,5
"Battery backup is not good as much accepted and battery power is also 3300 low.
3300.mah battery 😔😔😔 so not",5
Picture quality is amazing,5
Battery issue,5
"Surprise, Surprise.....The King Is Back..!!",5
Superb phone,5
Phone cracked near phone by on its own. Please don't buy this. It seems some problem with it. It's not a phuscial damage. I took care of it very well. But it cracked. Not sure. Please don't buy it,1
Very fast,5
I bought this phone with a lot of expectations. But this phone is not worth it's price. Please don't buy this phone and waste money,1
More hyped product. People switching from highend or mid range Samsung or apple won't like much.,2
"Two cons:
1 major - average battery life. If you are a youtube user, you will need to top it up in the evening.
1 minor - camera could be better. Admittedly this is not a. 60k flagship, but 40k is a lot of money and they need to do better to justify this price tag.
Display, performance, software UI are all amazing and beyond reproach.",4
Superb phone,5
Superb,5
Have not received any mobile cover and earphones...?,3
Camera is awesome with great low light quality but the battery could be much more. Updates are regular. No complaints best phone in 40k.,4
excellent product and excellent delivery 🤘🤘,5
Excellent,5
Excellent phone,5
"I best flag ship killer phone, this phone definitely all user gaming performance superb, picture clarity better than I phone, Dash charging help you better way to keep your phone full all the time in short period of time.",5
Great great experience,5
Everything is ok except battery capacity if it is 4000mah then this phone is top,4
A best phone..,5
Ultimate phone I ever used,5
"Reviewing after 1 week of use.
Initially I had a few issues with the GPS of this device - all location related apps would not work, but after the Android P update, things are fine.
Overall, a fairly powerful phone in all respects. Camera effects are also nice. But even with a configuration of this kind, some apps hang or crash.
Another issue is that the free Sandstone black cover that was part of the deal got cracked within 7 days of use - with just regular use - no hard impacts at all.
Some of the basic things are surprisingly good - because these days a lot of manufacturers are focusing on fancy stuff but ignoring basic things like call quality etc. But in this phone, call clarity is amazing. And the speaker of this phone is simply outstanding - very loud and clear when using it for conference calls. Battery life has also been quite satisfactory so far.
Overall, a great buy, but some small issues still remain - and the quality of the back cover is really low - deducting one star for that.",4
"19.5:9 is not upto mark for all applications.
e.g. FlipKart and Twitter.
Just check out any browser that's opening within twitter application.",3
"Best in the market
Go for it",5
Excellent phone but I love I phone in Android this is the best phone ever,5
Best phone ever.,5
Good,5
"Awesome phone, very good battery life No one issue in this phone but camena not good clarity compare to S8 and S9 otherwise very powerful phone",5
Awesom,5
Everything simply good,5
"The camera glass normally broke, without any pressure.",1
Nice OnePlus good mobile phone,5
"Good phone, battery life is great, camera quality is high as well.",5
Great Product!,5
"Nice phone, in this budget,like it alot,superb camera",5
Loved it. It's a great smartphone in these days,5
Good,5
"1. Picture quality is good.
2. Sound quality is ok.
3. Battery is good.
Cons
- No memory card slot.
- Mirror black has glass back will break, if falls.",5
Plz send my bill copy . The content are not visible in bill printing.,5
battery draining quickly,4
best phone with best price,5
Good,4
not good hangging problem in mobile even it has 6 gb ram.. not satisfied...😔😔😔 and processing is slow like a 3 gb ram mobile,3
Good phone,5
"I have been using this phone from past couple of months. Everything is working fine except that Gorilla glass which is getting scratched just by keeping inside the pocket. Please improve the quality of the glass! And users who are buying, please buy a tempered glass.",4
